Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
SS221,1.5.1.0,richard,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,NodeColor,en
查克_43_189,43,189,69,1,,,嗯..他有抽古柯草吗？,False,Block,Normal,,,,[],,,[],,,,em..Did he smoke?,,,1952.44;661.5517
我_43_190,43,190,1,69,,,"是的,他说这是进入灵视状态必备的东西.",False,Block,Normal,,,,[],,,[],,,,"yeah,he said ",,,1795.727;783.8134
我_43_191,43,191,1,69,,,没有.,False,Block,Normal,,,,[],,,[],,,,,,,2096.453;775.3151
查克_43_192,43,192,69,1,,,"那你可是被这老神棍给耍了,古柯草的真正作用会扰乱人的灵视路径,从而转向自己所期望的路线.这在极大成程度上会使预知性造成严重的偏差。",False,Block,Normal,,,,[],,,[],,,,"Then you've been fooled by this old knave. The real function of Kuko  will disturb people's vision path, and then turn to the desired path. To a great extent, it will cause serious deviation of predictability.",,,1671.272;848.8398
我_43_193,43,193,1,69,,,我们应该相信他吗?,False,Block,Normal,,,,[],,,[],,,,Can we trust him?,,,1643.215;918.0317
我_43_194,43,194,1,69,,,那我们应该大可不必放在心上吗?,False,Block,Normal,,,,[],,,[],,,,,,,1957.667;924.7267
查克_43_195,43,195,69,1,,,那我们需要加紧时间前往沃里达去通报情况,False,Block,Normal,,,,[],,,[],,,,,,,2206.021;885.0809
我_43_196,43,196,1,69,,,为什么要去沃里达?,False,Block,Normal,,,,[],,,[],,,,,,,2217.639;977.7257
我_43_197,43,197,1,69,,,那我们何时出发.,False,Block,Normal,,,,[],,,[],,,,,,,2411.523;934.7549
查克_43_198,43,198,69,1,,,"又在一定的程度上来说，这中情况也是有理可根据的,我在旅途中不断的听说所多提斯有对奎卡族人灭族的想法.",False,Block,Normal,,,,[],,,[],,,,"To a certain extent, the situation is reasonable. During the journey, I heard that Sodtyx had the idea of killing the kuika people",,,1631.332;1017.061
我_43_199,43,199,1,69,,,为什么?,False,Block,Normal,,,,[],,,[],,,,Why?,,,1577.062;1080.452
我_43_200,43,200,1,69,,,所多提斯在哪里？,False,Block,Normal,,,,[],,,[],,,,,,,1861.365;1055.099
查克_43_201,43,201,69,1,,,"但这种预言也有一定的真实性,我早已听说了所多提斯这个计划了。",False,Block,Normal,,,,[],,,[],,,,,,,1940.704;975.1327
查克_43_202,43,202,69,1,,,"聪明的所多提斯人看不惯奎卡族人幼稚且过时的对战方式,他们希望自己的对战方式得到普及,所多提斯的人贿赂各地的首领使其抛弃自己的对战方式从而使用自己聪明的对战方式,但是奎卡族人始终不同意这一提案，始终认为自己的战斗方式是全圣山最聪明的,这也使所多提斯人想尽各种方式去铲除这一障碍.",False,Block,Normal,,,,[],,,[],,,,"The wise Sodtyx can't stand the immature and outdated fighting style of the Qika people. They want their fighting style to be popularized. The Sodtyx bribe the leaders of different places to abandon their fighting style and use their own clever fighting style. However, the Qika people always disagree with this proposal and think that their fighting style is the smartest in the ShenShan, This also made the sodotians try every means to eliminate this obstacle",,,1593.12;1210.368
查克_43_203,43,203,69,1,,,"位于圣山最北部的势力,是最接近外界的一群人,负责守护圣山的屏障,同时也是控制圣山空中运输的负责势力,他们利用空中的优势可以极快的通向圣山各地进行贸易,在圣山中，他们主要利用空中和各种奇怪的协议去击败对方.",False,Block,Normal,,,,[],,,[],,,,,,,1942.668;1109.64
我_43_204,43,204,1,69,,,与奎卡族的矛盾,False,Block,Normal,,,,[],,,[],,,,,,,1931.885;1163.742
查克_43_205,43,205,69,1,,,"沃里达作为整个圣山的圣十字路口,会将信息极快转发给各个角落,使各地的势力去保护奎卡不被摧毁。",False,Block,Normal,,,,[],,,[],,,,,,,2245.189;1031.784
我_43_206,43,206,1,69,,,这个提案对圣山人影响.,False,Block,Normal,,,,[],,,[],,,,The proposal has an impact on the people of ShenShan,,,1538.205;1287.277
查克_43_207,43,207,69,1,,,"一个对战方式的普及可以使该势力获得极大的资源补助,先知通过向圣山发送各地对战方式提议从而使圣山会通过这一提议的策略向各地发送资源的部署,使各地可以利用资源去激活这个方式的卡牌进行对战。",False,Block,Normal,,,,[],,,[],,,,"The spread of a fighting mode can make the force get a great resource subsidy. The prophet sends the suggestions of fighting mode to ShenShan, so that ShenShan society can send the deployment of resources to all places through the proposed strategy, so that all places can use the resources to activate the cards of this mode to fight.",,,1562.783;1351.327
查克_43_208,43,208,69,1,,,"就在今晚,晚上会有一趟列车前往奎卡运输物资,我们可以利用这一行程离开奎卡.",False,Block,Normal,,,,[],,,[],,,,,,,2480.989;1067.946
我_43_209,43,209,1,69,,,为什么不现在离开?,False,Block,Normal,,,,[],,,[],,,,,,,2238.365;1078.872
我_43_210,43,210,1,69,,,那我们现在怎么办？,False,Block,Normal,,,,[],,,[],,,,what should we do now?,,,2065.979;1420.902
查克_43_211,43,211,69,1,,,"离开奎卡的唯一方式是通过由肯托控制的列车网离开,这也是唯一离开奎卡通向其他主要位置的方式,保守的奎卡人认为不必开放多条线路使自己的城镇暴露在公众眼中.也至此至于肯托签订了协议,每天保证2个时段的路线开放,列车上有来自圣山各地的物资和商人,也有前来交易克农的人。",False,Block,Normal,,,,[],,,[],,,,,,,2218.942;1161.759
我_43_212,43,212,1,69,,,克农是什么?,False,Block,Normal,,,,[],,,[],,,,,,,2506.818;1182.898
我_43_213,43,213,1,69,,,那等于说只要控制这对战方式就能控制整个圣山吗？,False,Block,Normal,,,,[],,,[],,,,"Does that mean that as long as you control this way of fighting, you can control the whole ShenShan?",,,1534.89;1437.198
查克_43_214,43,214,69,1,,,"严格上来说是的,对战方式使得创立势力获得极大的资源补助,也可以向其他势力收取使用的费用,这对于一个势力的是一个极大的经济增长.",False,Block,Normal,,,,[],,,[],,,,"Strictly speaking, yes, the way of fighting enables the founding forces to obtain huge resource subsidies, and they can also charge other forces for their use. This is a great economic growth for one force",,,1815.788;1503.192
查克_43_215,43,215,69,1,,,"克农为奎卡族人的主要产物,用于促进列车燃料产量的主要手段.肯托的列车燃油需要克农的激活从而提高列车的移动速度和减少耗油量.",False,Block,Normal,,,,[],,,[],,,,,,,2539.988;1269.941
查克_43_216,43,216,69,1,,,"你四处逛逛,到晚上我回来找你一起离开奎卡.",False,Block,Normal,,"SetQuestState(""等到奎卡发车时间"",""active"");\nSetQuestState(""试图离开奎卡"",""success"");",,[],,,[],,,,"walk around until midnight ,we will leave by sodtyx train.",,,2170.207;1612.228
我_43_217,43,217,1,69,,,等待到发车时间.,False,Block,Normal,"CurrentQuestState(""等到奎卡发车时间"")==""active"";",,Delay({{end}}),[],,,[],,,,Wait till the departure time,,,1923.718;494.7636
回滚_43_218,43,218,97,1,,,"夜晚,你尝试回想奎利姆的告诫.并不断地对自我产生怀疑.你尝试与回滚进行沟通",False,Block,Normal,,,,[],,,[],,,,"At night, you try to recall Quimu admonition. You constantly doubt yourself. You try to communicate with Rollback",,,2167.181;424.35
我_43_219,43,219,1,97,,,(与“我”互动),False,Block,Normal,,,,[],,,[],,,,Interactive with me,,,2207.324;514.7955
回滚_43_220,43,220,97,1,,,"我一直都在,我已经通过行为开始为你生成了记忆.",False,Block,Normal,,,,[],,,[],,,,"I've been there all the time, and I've started to generate memories for you through behavior",,,2293.207;576.9293
我_43_221,43,221,1,97,,,具体是什么？,False,Block,Normal,,,,[],,,[],,,,What exactly is it?\n,,,2200.723;636.358
我_43_222,43,222,1,97,,,你知道序列对我有什么影响吗？,False,Block,Normal,,,,[],,,[],,,,,,,2537.91;458.9177
回滚_43_223,43,223,97,1,,,"你已经获得了引导,我为意识添加了对象.这也是你能够拥有卡牌了对吧.随着我不断地对产生反思便会找到它们.",False,Block,Normal,,,,[],,,[],,,,"You've got guidance, and I've added objects to consciousness. That's why you can have cards, right? As I reflect on them, I'll find them",,,2352.751;683.8502
我_43_224,43,224,1,97,,,它们有消息了吗?,False,Block,Normal,,,,[],,,[],,,,Do they have any news?,,,2308.134;754.3434
回滚_43_225,43,225,97,1,,,"我尝试去寻找他们,但是你的经历太少我无法获取到.",False,Block,Normal,,,,[],,,[],,,,"i tried found them, but u can't found it .",,,2444.624;838.5533
回滚_43_226,43,226,97,1,,,"不清楚,从奎里姆的话来看,我不能算是序列,你觉得你是吗?",False,Block,Normal,,,,[],,,[],,,,,,,2682.865;559.4498
我_43_227,43,227,1,97,,,"我只知道利用序列可以去找到缇娜,她在沃利达,而且,我需要在发车点上登上车.",False,Block,Normal,,,,[],,,[],,,,,,,2660.883;620.8621
我_43_228,43,228,1,97,,,我觉得你不应该问这个问题.,False,Block,Normal,,,,[],,,[],,,,,,,2859.476;563.2432
我_43_229,43,229,1,97,,,我们或许处于一个不利的情况中,False,Block,Normal,,,,[],,,[],,,,,,,2715.718;648.1664
回滚_43_230,43,230,97,1,,,"也对,我需要把注意力放在接下来的事情上.我貌似对接下来的事情增加了些信心.",False,Block,Normal,,AddExp(30);\n,,[],,,[],,,,,,,2872.55;666.5721
我_43_231,43,231,1,97,,,我们应该离开奎卡了,False,Block,Normal,,,,[],,,[],,,,we should leave Qika.,,,2565.578;771.8834
我_43_232,43,232,1,97,,,".........外面传出一阵爆炸声,一股邪恶的能量将门破坏,你看见外面已经是浓烟滚滚.所多提斯的士兵开始清除奎卡人了.",False,Block,Normal,,,,[],"Event Start ,Fbx generate fire und sounds",,[],,,,"......There was an explosion outside, and an evil energy destroyed the door. You can see the smoke outside. The soldiers of Sodtyx began to clean up the quacks",,,2733.354;873.7882
查克_43_233,43,233,69,1,,"快跑,所多提斯人已经攻陷了奎卡,我们需要从其他地方离开","Run, Sodtyx are coming. They've blocked the KenQuo train. We need to get out of Qika another way",False,Block,Normal,,,,[],,,[],,,,,,,2856.322;951.4182
我_43_234,43,234,1,69,,,我们应该去哪里,False,Block,Normal,,,,[],,,[],,,,What should we go ?,,,2852.586;1035.419
查克_43_235,43,235,69,1,,,"奎卡的位置处于失落的古城旁建立的,我们可以尝试穿过古城离开奎卡,我在地图上标示出了地点.\n""解锁新地点""",False,Block,Normal,,"SetQuestState(""从下水道逃离奎卡"",""active"");\nSetQuestState(""等到奎卡发车时间"",""failure"");\nUnlockLoc(""下水道"");",,[],,,[],,,,"The location of kuika is built next to the lost ancient city. We can try to leave kuika through the ancient city. I marked the location on the map\n\n""Unlock new location""",,,2838.766;1117.135
查克_43_236,43,236,69,1,,,前面有个人我们可以去问问他,False,Block,Normal,,"GetNpc(""特里律"");\nSetQuestState(""新生"",""active"");",,[],,,[],,,,,,,2970.806;472.2487
我_43_237,43,237,1,69,,,"我已经击败了所夺提斯士兵了,我们应该去哪?",False,Block,Normal,"CurrentQuestState(""从下水道逃离奎卡"")==""active"" and\nVariable[""DungeonBoss""]>=1","SetQuestState(""从下水道逃离奎卡"",""success"")",,[],,,[],,,,,,,2733.541;407.4745
查克_43_238,43,238,69,1,,,准备好离开了吗?,False,Block,Normal,"(CurrentQuestState(""等到奎卡发车时间"")==""active"")\nand\n(CurrentQuestState(""从下水道逃离奎卡"")==""unassigned"")",,,[],,,[],,,,Are you ready to leave?,,,1851.449;395.5979
查克_43_240,43,240,69,1,,," 是所多提斯人,我们需要想办法击退他.",False,Block,Normal,"(CurrentQuestState(""从下水道逃离奎卡"")==""active"")",,,[],,,[],,,,,,,2491.285;418.2794
查克_43_241,43,241,69,1,,,我们需要赶紧到沃利达.,False,Block,Normal,"CurrentQuestState(""前往查克商店"")==""active""",,,[],,,[],,,,,,,2221.446;168.4534
我_43_242,43,242,1,69,,,对战,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,2861.509;181.0056
我_43_243,43,243,1,69,,,离开,False,Block,Normal,,,,[],,,[],,,,,,,2805.611;95.41991
我_43_244,43,244,1,69,,,unlock,False,Block,Normal,,"UnlockLoc(""下水道"");",,[],,,[],,,,,,,2757.176;473.1386
我_43_245,43,245,1,69,,,t,False,Block,Normal,,"SetQuestState(""新生"",""success"");\nUnlockLoc(""奎卡营地"");",,[],,,[],,,,,,,3100.735;660.0837
我_43_246,43,246,1,69,,,uw,False,Block,Normal,,"UnlockLoc(""滑溜溜的丛林"");",,[],,,[],,,,,,,3129.015;686.5219
我_43_247,43,247,1,69,,,我有问号(新手教程),False,Block,Normal,"CurrentQuestState(""重要的解释"")==""unassigned"";","SetQuestState(""重要的解释"",""active"");",,[],,,[],,,,Newbee Guide,,,1006.306;933.6232
查克_43_248,43,248,69,1,,,"老商人无所不知,你想知道什么",False,Block,Normal,,,,[],,,[],,,,The old businessman knows everything. What do you want to know,,,993.3552;988.2109
我_43_249,43,249,1,69,,,详细的规则,False,Block,Normal,,,,[],,,[],,,,Tell me details.,,,1107.326;1079.286
查克_43_250,43,250,69,1,,,"圣山是根据收集的卡牌与自身能力组合起来的对抗形式.\n对于卡牌的基本配置为20张牌,包含10张基本战力固定卡牌以及10张特殊卡牌生命值,基本战斗卡牌能力通过自身装备构成，当一方的生命小于0时则获得胜利.",False,Block,Normal,,,,[],,,[],,,,,,,1173.307;1165.673
我_43_251,43,251,1,69,,,卡牌规则,False,Block,Normal,,,,[],,,[],,,,,,,284.7367;1931.624
我_43_252,43,252,1,69,,,装备规则,False,Block,Normal,,,,[],,,[],,,,,,,590.4512;1676.612
查克_43_253,43,253,69,1,,,"卡牌来自圣山探索中高度浓缩成的经验,利用专门的效果名字去记载动机,在奎卡俗成的规则中以进攻为主要手段所以在构筑上以偏快速为主,获取卡牌的方式有三种,一种是通过探索古代遗迹去发现卡牌,第二种是与各地的生物对战并获得卡牌,第三种是利用自己的灵感去构筑,现阶段我们可以花费去构筑",False,Block,Normal,,,,[],,,[],,,,,,,367.6179;2029.027
我_43_254,43,254,1,69,,,战场规则,False,Block,Normal,,,,[],,,[],,,,,,,851.2918;1812.425
查克_43_255,43,255,69,1,,,"装备分为3大件,武器位,护甲位以及特殊装备位,武器提供伤害以及属性伤害,战斗中具有少量的耐久度可以使用,当耐久度为0时则当场战斗消失,护甲提供防御力以及抗性,特殊装备为角色提供较多的属性加成",False,Block,Normal,,NB_OpenInventory();,,[],,,[],,,,,,,485.7867;1776.908
查克_43_256,43,256,69,1,,,"战场上为每人最多持有7张卡牌,场面最多6名随从,当使用卡牌后进入墓地,当牌库卡牌为0时,随从返回牌库法术无法返回,武器面对带有嘲讽随从时优先攻击嘲讽随从",False,Block,Normal,,,,[],,,[],,,,,,,758.7894;1915.463
我_43_257,43,257,1,69,,,灵感?,False,Block,Normal,,,,[],,,[],,,,,,,645.806;2054.81
查克_43_258,43,258,69,1,,,"灵感通过与圣山各地的生物谈话的反馈,当谈话取得好的结果则会产生灵感,产生坏的结果则会受到惩罚,现在我将分享给你我的灵感,灵感可以通过灵视层通过对象序列号或者口头协议产生.现在打开牌库开始构筑吧.\n“获得灵感*1000”",False,Block,Normal,,\nAddOthers(1000);,,[],,,[],,,,,,,869.1917;2076.329
查克_43_259,43,259,69,1,,,"选择灵感产生10张卡牌作为初次使用的卡组吧\n""获得经验*30,金钱*100""",False,Block,Normal,,"SetQuestState(""重要的解释"",""success"");\nAddExp(30);\nGiveMoney(100);",,[],,,[],,,,,,,508.9779;2164.368
我_43_260,43,260,1,69,,,角色属性,False,Block,Normal,,,,[],,,[],,,,角色属性,,,1153.197;1238.281
查克_43_261,43,261,69,1,,,"角色为自身,卡牌本身不会提高能力,通过自身能力影响卡牌效果,结构分为2层,第一层为力量,敏捷,智力,力量影响伤害和血量,当力量为3的倍数时对血量和伤害具有+1点,伤害由武器附加获得,无装备则无法使用伤害.",False,Block,Normal,,,,[],,,[],,,,,,,1445.296;1583.95
查克_43_262,43,262,69,1,,,"敏捷影响护甲和闪避率,对3的倍数进行+1加成,闪避率影响本方场面受到伤害的几率,由触发倍数后获得30+(敏捷/3)%闪避几率",False,Block,Normal,,,,[],,,[],,,,,,,1271.069;1628.931
查克_43_263,43,263,69,1,,,"智力影响法术增幅以及抗性,法术增幅为生效倍数产生的1+(智力/3),对法术伤害具有额外效果,抗性对于元素伤害起到抵抗效果,抵抗值与智力相互影响,当智力大于10,且与抗性成比例关系产生[0,5]减免效果.",False,Block,Normal,,,,[],,,[],,,,,,,1469.19;1676.837
查克_43_264,43,264,69,1,,,"第二层为元素伤害,依靠效果对随从或者全场造成伤害.分为燃烧,剧毒,闪电以及寒冷效果\n燃烧对随从造成回合伤害,剧毒对随从造成总量回合递减伤害,闪电对随从造成属性削弱效果,具有概率(50%)触发,寒冰对随从影响行动,具有效率(50%触发.对抗性的影响为当为负数时造成额外效果和概率惩罚.",False,Block,Normal,,,,[],,,[],,,,,,,1411.327;1804.89
我_43_270,43,270,1,69,,,离开,False,Block,Normal,,,,[],,,[],,,FALSE,Exit,,,206.7492;255.3081
查克_43_273,43,273,69,1,New Dialogue Entry,,,True,Block,Normal,,,Continue(),[],,,[],,,,,,,1221.934;142.3013
查克_43_276,43,276,69,1,,,"查克的商店遭到了洗劫,杂乱的物品随地摆放,查克慌张地进入了商店内部检查重要物品的完整性",False,Block,Normal,"CurrentQuestState(""重获新生"")==""success""",,,[],,,[],,,,"Chuck's shop was ransacked, disorderly items everywhere, chuck flurried into the store to check the integrity of important items",,,2100.537;264.4077
查克_43_277,43,277,69,1,,,"看来缇娜具有重要的信息以至于这里遭到了严重的洗劫,戈林核心源被偷窃了,一个玻璃球状的魔法物体,我怀疑是戈林人洗劫了这里",False,Block,Normal,,"SetQuestState(""前往查克商店"",""success"");\nAddExp(300);",,[],,,[],,,,"It seems that Tina has such important information that this place has been seriously looted. The core source of Goering has been stolen, a glass ball magic object. I suspect the Goering people robbed this place",,,2372.636;322.3511
我_43_278,43,278,1,69,,,从杂乱的地面寻找踪迹,False,Block,Normal,,,,[],,,[],,,,Look for traces from the cluttered ground,,,2610.354;272.9662
查克_43_281,43,281,69,1,,,"地面杂乱不堪,摆放在柜上的物品被无情的放在地上,你尝试从地面上寻找相关的物品",False,Block,Normal,,,,[],,,[],,,,"The ground is messy, and the items placed on the cabinet are mercilessly placed on the ground. You try to find related items from the ground\n",,,2840.541;302.4136
我_43_282,43,282,1,69,,,检查杂乱的信条,False,Block,Normal,,,,[],,,[],,,,Check for messy beliefs,,,3062.913;168.2661
我_43_283,43,283,1,69,,,检查货物,False,Block,Normal,,,,[],,,[],,,,Check goods,,,3153.472;262.1294
查克_43_285,43,285,69,1,,,"你在杂乱的信堆中找到了提娜的信条,从信条的字迹看她似乎写的很匆忙,上面写道""来帕洛尔找我"".",False,Block,Normal,,"SetQuestState(""解救缇娜"",""active"");",,[],,,[],,,,"You find Tina's creed in the clutter of letters. From the handwriting of the creed, she seems to be in a hurry. It says ""come to palol and find me.""",,,3165.241;96.15076
查克_43_286,43,286,69,1,,,你在显眼的地方看到了4个包装残破但是完整的物品，她放在显眼的地方有明显破坏的痕迹但是似乎物品具有保护机制以至于无法被窃取.,False,Block,Normal,,,,[],,,[],,,,"You see 4 items with broken but intact packages in obvious places. There are obvious signs of damage when she is placed in obvious places, but it seems that the items have protective mechanisms so that they cannot be stolen.",,,3428.458;175.7265
我_43_287,43,287,1,69,,,帕洛尔在哪里,False,Block,Normal,,,,[],,,[],,,,Where is Parlo?,,,3384.156;51.7263
我_43_288,43,288,1,69,,,"这四个包裹看来很""安全"",这是很重要的货物吗?",False,Block,Normal,,,,[],,,[],,,,"These four parcels look very ""safe"". Are these important goods",,,3618.745;188.1481
查克_43_289,43,289,69,1,,,"是4大组织的货物,拥有最高机密的保护机制,你可以帮我去递交货物,从而可以知道前往帕洛尔的方法.",False,Block,Normal,,,,[],,,[],,,,"t is the cargo of 4 major organizations with the top secret protection mechanism. You can help me to deliver the cargo, so that you can know the way to Parlo",,,3819.684;234.5284
我_43_290,43,290,1,69,,,武装力量,False,Block,Normal,,,,[],,,[],,,,,,,3333.712;331.579
查克_43_291,43,291,69,1,,,"武装力量组织,垄断了达安洞穴的的挖掘权限,掌握精明的挖掘技术",False,Block,Normal,,,,[],,,[],,,,,,,3240.093;449.8699
查克_43_292,43,292,69,1,,,"老瘸子,管理圣山的元素资源生成以及生物序列号的产生权限，由于长时间坐着导致大腿肌肉萎缩,鉴于你并没有序列号认证,或许这次运送能帮你更改身份避免所多提斯的验证.",False,Block,Normal,,,,[],,,[],,,,,,,3498.313;419.1819
查克_43_293,43,293,69,1,,,"路德亚,掌握着整个地下线路的运输网,拥有庞大的黑市市场网,相传,他们掌握着现实世界的交易行情,而且就在""生命通道""里.",False,Block,Normal,,,,[],,,[],,,,,,,3732.087;426.7938
查克_43_294,43,294,69,1,,,"海轮党,负责海上航业的行会,有所多提斯资助产生的,所以说他们一半是所多提斯的走狗,背后还有很多行当不为人知.",False,Block,Normal,,,,[],,,[],,,,"The SeaWheel , the guilds responsible for the navigation of the sea, were partly sponsored by Dottis, so they were half of Sodtyx's henchmen, and there was a lot of trade behind them that was not known.",,,3987.214;394.6771
我_43_295,43,295,1,69,,,运送武装力量物品,False,Block,Normal,,"SetQuestState(""不见天日"",""active"");\nUnlockLoc(""武装代理中心"");\nChangeDungeon(""武装代理中心"");",,[],,,[],,,,,,,3330.984;689.2035
我_43_296,43,296,1,69,,,运送老瘸子物品,False,Block,Normal,,"SetQuestState(""久坐成疾"",""active"");\nUnlockLoc(""老瘸子协会"");\nChangeDungeon(""老瘸子协会"");",,[],,,[],,,,,,,3530.331;655.0613
我_43_297,43,297,1,69,,,运送路德亚物品,False,Block,Normal,,"SetQuestState(""生命行情"",""active"");\nUnlockLoc("""")\nChangeDungeon(""WolvdaBar"");",,[],,,[],,,,,,,3742.606;663.1555
我_43_298,43,298,1,69,,,运送海轮党物品\n(解锁新地点)\n,False,Block,Normal,,"SetQuestState(""老海盗"",""active"");\nUnlockLoc(""沃里达港口"");\n",,[],,,[],,,,"Transporting cargo to sea ships\n""Unlock Location""",,,3965.155;707.1991
我_43_299,43,299,1,69,,,其他货物,False,Block,Normal,,,,[],,,[],,,,,,,4250.168;487.5974
我_43_300,43,300,1,69,,,构筑卡牌,False,Block,Normal,,,,[],,,[],,,,,,,643.5778;2233.05
查克_43_301,43,301,69,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,,,,,3645.137;831.8083
查克_43_302,43,302,69,1,,,"你需要通过海轮党管理的码头区登船前往,但是似乎有传言他们与暗街的人有肮脏的勾当.",False,Block,Normal,,,,[],,,[],,,,"You need to get on the ship through the docklands managed by the Seafarers, but there seem to be rumors that they have dirty business with the people of the dark streets.",,,3739.208;66.72722
我_43_303,43,303,1,69,,,海轮党,False,Block,Normal,,,,[],update by 210212,,[],,,,SeaWheel,,,4025.833;243.5448
我_43_304,43,304,1,69,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,,,,,3748.42;342.6593
我_43_305,43,305,1,69,,,老瘸子,False,Block,Normal,,,,[],,,[],,,,,,,3568.088;352.7835
查克_43_306,43,306,69,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,FALSE,,,,1652.11;101.4043
查克_43_307,43,307,69,1,,,"具有2层,第一层为血量,伤害和护甲,血量为选择风格与自身装备属性的总和,伤害通过装备属性以及其他加成影响至攻击卡牌点数,护甲受到装备影响",False,Block,Normal,,,,[],,,[],,,FALSE,,,,1142.76;1312.31
我_43_308,43,308,1,69,,,战场规则,False,Block,Normal,,,,[],,,[],,,FALSE,,,,1154.731;1372.455
查克_43_309,43,309,69,1,,,"战场中玩家控制8张手牌,最多放置6个随从,当自身牌组数量为0时保留普通卡牌以及随从卡牌重新洗入牌库,能力卡不重新洗入牌库,在玩家能量大于最大值7时将触发圣山祝福,玩家在回合开始时可选择其中一种能力(能力带有惩罚机制),当一方血量为零或者达成条件后获得胜利.",False,Block,Normal,,,,[],,,[],,,FALSE,,,,1151.819;1454.494
我_44_0,44,0,1,33,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,314;25
海轮党水手_44_46,44,46,33,1,,,"古代武器能量已经充能完毕了,我们需要返回通知金,",False,Block,Normal,,,,[],,,[],,,,"Ancient weapons are fully charged. We need to return the notification gold,",,,386.0108;297.7798
我_44_47,44,47,1,33,,,莱德尼的大门有什么?,False,Block,Normal,,,,[],,,[],,,,,,,54.2572;274.0879
海轮党水手_44_48,44,48,33,1,,,"强大的机甲灵视化而产生的自我学习能力.在应对敌人时候会自动发现弱点并加以击破,但是他们无法检测出古代武器的来源",False,Block,Normal,,,,[],,,[],,,,,,,133.7498;336.9268
我_44_49,44,49,1,33,,,为什么?,False,Block,Normal,,,,[],,,[],,,,,,,138.1025;479.8947
海轮党水手_44_50,44,50,33,1,,,"因为原厂的说明书被先知抽古柯草时当作引燃纸点燃了.而后古代武器因为失去了使用方式被埋藏在了地底,路德亚将其挖掘出研究核心构造并重构出能够使用的版本,所以这种方式只有路德亚才能获取到.",False,Block,Normal,,,,[],,,[],,,,,,,79.67996;397.4751
我_44_51,44,51,1,33,,,返回通知金,False,Block,Normal,,"\nSetQuestState(""袭击莱德尼港口"",""success"");\nAddExp(400);\n",,[],,,[],,,,Return Ludya.,,,471.4248;417.8741
海轮党水手_44_52,44,52,33,1,,,用于连接古代武器终端的控制装置,False,Block,Normal,,,,[],,,[],,,,Control devices for connecting ancient weapon terminals,,,265.134;79.08932
我_44_53,44,53,1,33,,,检测完成度,False,Block,Normal,"Variable[""DungeonBoss""]>=1",,,[],,,[],,,,Test completion,,,223.5304;182.073
我_44_54,44,54,1,33,,,离开,False,Block,Normal,,,,[],,,[],,,,Exit,,,456;161
我_45_0,45,0,1,30,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,242;27
莱德尼列车_45_1,45,1,30,1,,,莱德尼自动火炮监视着大门前的非法生物,False,Block,Normal,,,,[],,,[],,,,Lydne automatic guns keep an eye on illegal creatures in front of the gate,,,324;135
我_45_2,45,2,1,30,,,破坏(开始战斗),False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,Destory(Battle),,,419;242
我_46_0,46,0,1,30,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,233;8
莱德尼列车_46_1,46,1,30,1,,,"你发现了莱尼用于逃脱的列车,你们检查列车的情况,托奇打算利用它开回沃利达,但是沿途需要经过路德亚据点",False,Block,Normal,"Variable[""DungeonBoss""]>=1",,,[],,,[],,,,"You find the train Lydne used to escape. You check the condition of the train. Quoki plans to use it to drive back to Wolvda, but he'll need to pass the Ludya stronghold along the way",,,455.0316;123.9594
我_46_2,46,2,1,30,,,利用通讯装置与路德亚取得联系,False,Block,Normal,,,,[],,,[],,,,Contact Ludya by means of a communication device,,,639.0342;171.983
莱德尼列车_46_3,46,3,30,1,New Dialogue Entry,,,True,Block,Normal,,,Continue(),[],,,[],,,,,,,255.0097;83.66991
莱德尼列车_46_4,46,4,30,1,,,"看似完好的列车,莱德尼阻挡了你的上车意图.",False,Block,Normal,"Variable[""DungeonBoss""]<1",,,[],,,[],,,,Lydne ban us to trains,,,118;157
金_46_5,46,5,27,1,,,歪？,False,Block,Normal,,"Variable[""DungeonBoss""]=0",,[],,,[],,,,what?,,,480.9107;228.9698
我_46_6,46,6,1,27,,,"我们已经击败了莱尼,你该兑现我们的承诺了",False,Block,Normal,,,,[],,,[],,,,We've beaten Lydne. It's time for you to deliver on our promise,,,259.0095;277.998
金_46_7,46,7,27,1,,,"做的好,现在路德亚已经取得了地下线路的全部控制权,接下来我们需要加固防线防止遭到所多提斯的侵蚀化攻击",False,Block,Normal,,"SetQuestState(""鼹鼠行动"",""success"");\nGiveMoney(2000);\nVariable[""DungeonBoss""]=0;\nAddExp(400);",,[],,,[],,,,"Well done. Now that Ludya has taken full control of the underground lines, we need to strengthen our defenses against Sodtyx erosive attack",,,435.6055;330.707
